,index,address,zip_code,price,bed,bath,sqr_footage,property_link
139,139,4489 W 2nd Ave,V6R 1K6,"$7,950,000",4 beds,3.5 baths,"3,861 ",https://www.redfin.com/bc/vancouver/4489-W-2nd-Ave-V6R-1K6/home/155314372
140,140,4076 W 8th Ave,V6R 1Z5,"$8,980,000",4 beds,5 baths,"4,880 ",https://www.redfin.com/bc/vancouver/4076-W-8th-Ave-V6R-1X8/home/155246735
141,141,4589 W 9th Ave,V6R 2E2,"$3,490,000",4 beds,3.5 baths,"2,354 ",https://www.redfin.com/bc/vancouver/4589-W-9th-Ave-V6R-2E2/home/155206202
142,142,4227 W 14th Ave,V6R 2X7,"$3,200,000",3 beds,3.5 baths,"2,400 ",https://www.redfin.com/bc/vancouver/4227-W-14th-Ave-V6R-2X7/home/155322974
143,143,4341 W 3rd Ave,V6R 1M6,"$5,798,000",6 beds,4.5 baths,"3,901 ",https://www.redfin.com/bc/vancouver/4341-W-3rd-Ave-V6R-1M6/home/155292533
144,144,4104 W 14th Ave,V6R 2X5,"$2,788,000",4 beds,2.5 baths,"2,576 ",https://www.redfin.com/bc/vancouver/4104-W-14th-Ave-V6R-2X5/home/155338714
145,145,3091 Crown St,V6R 3W4,"$2,345,000",3 beds,2 baths,"1,666 ",https://www.redfin.com/bc/vancouver/3091-Crown-St-V6R-3W4/home/155341696
146,146,1870 Sasamat St,V6R 4M3,"$4,690,000",3 beds,2.5 baths,"3,490 ",https://www.redfin.com/bc/vancouver/1870-Sasamat-St-V6R-4M3/home/155234214
147,147,4215 W 13th Ave #2,V6R 2T7,"$2,349,000",3 beds,3.5 baths,"1,789 ",https://www.redfin.com/bc/vancouver/4215-W-13th-Ave-V6R-2T7/unit-2/home/194524481
148,148,4355 W 10th Ave #308,V6R 2H6,"$788,000",1 bed,1 bath,733 ,https://www.redfin.com/bc/vancouver/4355-W-10th-Ave-V6R-2H6/unit-308/home/155149556
149,149,3963 W 11th Ave,V6R 2L1,"$6,580,000",5 beds,5 baths,"4,253 ",https://www.redfin.com/bc/vancouver/3963-W-11th-Ave-V6R-2L1/home/155291475
150,150,4112 11th Ave,V6R 2L6,"$7,280,000",7 beds,7.5 baths,"4,805 ",https://www.redfin.com/bc/vancouver/4112-W-11th-Ave-V6R-2L6/home/155291152
151,151,4671 13th Ave,V6R 2V6,"$3,898,000",7 beds,5 baths,"3,242 ",https://www.redfin.com/bc/vancouver/4671-W-13th-Ave-V6R-2V6/home/155251884
152,152,4415 W 4th Ave,V6R 1P9,"$2,850,000",2 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4415-W-4th-Ave-V6R-1P9/home/190124547
153,153,4411 W 4th Ave,V6R 1P9,"$2,850,000",3 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4411-W-4th-Ave-V6R-1P9/home/155266331
154,154,4364 W 9th Ave,V6R 2C7,"$3,598,800",4 beds,3.5 baths,"3,050 ",https://www.redfin.com/bc/vancouver/4364-W-9th-Ave-V6R-2C7/home/155305308
155,155,4463 W 10th Ave #304,V6R 2H8,"$994,606",1 bed,1 bath,878 ,https://www.redfin.com/bc/vancouver/4463-W-10th-Ave-V6R-2H8/unit-304/home/155256954
156,156,4548 W 12th Ave,V6R 2R5,"$2,988,000",6 beds,4 baths,"3,353 ",https://www.redfin.com/bc/vancouver/4548-W-12th-Ave-V6R-2R5/home/155343636
157,157,4930 Queensland Rd,V6T 1G4,"$3,588,000",4 beds,2.5 baths,"2,840 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4930-Queensland-Rd-V6T-1G4/home/155819090
158,158,4678 W 3rd Ave,V6R 1N4,"$6,688,000",6 beds,4 baths,"5,120 ",https://www.redfin.com/bc/vancouver/4678-W-3rd-Ave-V6R-1N4/home/155336374
159,159,4922 Queensland Rd,V6T 1G4,"$3,680,000",5 beds,2 baths,"2,392 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4922-Queensland-Rd-V6T-1G4/home/155785309
160,160,4463 W 14th Ave,V6R 2Y2,"$3,275,000",5 beds,2 baths,"1,937 ",https://www.redfin.com/bc/vancouver/4463-W-14th-Ave-V6R-2Y2/home/155346604
161,161,4073 W 16th Ave,V6R 3E2,"$2,298,000",4 beds,2 baths,"1,864 ",https://www.redfin.com/bc/vancouver/4073-W-16th-Ave-V6R-3E2/home/155246573
162,162,4472 W 15th Ave,V6R 3B2,"$2,699,000",2 beds,2 baths,"1,400 ",https://www.redfin.com/bc/vancouver/4472-W-15th-Ave-V6R-3B2/home/155333433
163,163,4024 W 16th Ave,V6R 3E1,"$2,399,000",5 beds,2.5 baths,"2,357 ",https://www.redfin.com/bc/vancouver/4024-W-16th-Ave-V6R-3E1/home/155184394
164,164,4634 W 2nd Ave,V6R 1L1,"$8,880,000",5 beds,3.5 baths,"4,666 ",https://www.redfin.com/bc/vancouver/4634-W-2nd-Ave-V6R-1L1/home/155297408
165,165,4278 W 12th Ave,V6R 2P7,"$3,880,000",4 beds,3 baths,"2,465 ",https://www.redfin.com/bc/vancouver/4278-W-12th-Ave-V6R-2P7/home/155324624
166,166,4479 W 10th Ave #202,V6R 2H8,"$628,000",1 bed,1 bath,634 ,https://www.redfin.com/bc/vancouver/4479-W-10th-Ave-V6R-2H8/unit-202/home/155151744
167,167,4203 W 14th Ave,V6R 2X7,"$3,980,000",5 beds,5.5 baths,"3,299 ",https://www.redfin.com/bc/vancouver/4203-W-14th-Ave-V6R-2X7/home/155221726
168,168,3039 Courtenay St,V6R 3X8,"$3,950,000",4 beds,2.5 baths,"2,449 ",https://www.redfin.com/bc/vancouver/3039-Courtenay-St-V6R-3X8/home/155293331
169,169,3075 Courtenay St,V6R 3X8,"$2,538,000",3 beds,3.5 baths,"1,714 ",https://www.redfin.com/bc/vancouver/3075-Courtenay-St-V6R-3X8/home/155240751
170,170,4346 Locarno Cres,V6R 1G3,"$10,880,000",6 beds,7.5 baths,"3,603 ",https://www.redfin.com/bc/vancouver/4346-Locarno-Cres-V6R-1G3/home/155248676
171,171,4633 W 11th Ave,V6R 2M6,"$2,990,000",5 beds,3 baths,"2,521 ",https://www.redfin.com/bc/vancouver/4633-W-11th-Ave-V6R-2M6/home/155339890
172,172,4072 W 11th Ave,V6R 2L3,"$4,780,000",7 beds,5.5 baths,"4,695 ",https://www.redfin.com/bc/vancouver/4072-W-11th-Ave-V6R-2L3/home/155249338
173,173,4528 Langara Ave,V6R 1C8,"$9,980,000",5 beds,4.5 baths,"4,361 ",https://www.redfin.com/bc/vancouver/4528-Langara-Ave-V6R-1C8/home/155292966
174,174,4375 W 10th Ave #403,V6R 2H6,"$988,000",1 bed,1 bath,815 ,https://www.redfin.com/bc/vancouver/4375-W-10th-Ave-V6R-2H6/unit-403/home/155165261
175,175,4509 W 8th Ave,V6R 2A4,"$3,699,000",5 beds,3.5 baths,"2,757 ",https://www.redfin.com/bc/vancouver/4509-W-8th-Ave-V6R-2A4/home/155343830
176,176,4146 W 14th Ave,V6R 2X5,"$3,549,900",4 beds,4.5 baths,"2,452 ",https://www.redfin.com/bc/vancouver/4146-W-14th-Ave-V6R-2X5/home/155223176
177,177,4533 W 8th Ave,V6R 2A4,"$2,695,000",6 beds,2 baths,"2,702 ",https://www.redfin.com/bc/vancouver/4533-W-8th-Ave-V6R-2A4/home/155299264
178,178,4350 Locarno Cres,V6R 1G3,"$7,280,000",3 beds,4.5 baths,"3,712 ",https://www.redfin.com/bc/vancouver/4350-Locarno-Cres-V6R-1G3/home/155333815
179,179,4389 Locarno Cres,V6R 1G2,"$3,889,000",5 beds,4.5 baths,"3,503 ",https://www.redfin.com/bc/vancouver/4389-Locarno-Cres-V6R-1G2/home/155199438
180,180,4633 W 7th Ave,V6R 1X4,"$3,599,000",3 beds,4 baths,"2,502 ",https://www.redfin.com/bc/vancouver/4633-W-7th-Ave-V6R-1X5/home/155243417
181,181,4650 W 2nd Ave,V6R 1L1,"$5,998,000",3 beds,3.5 baths,"3,954 ",https://www.redfin.com/bc/vancouver/4650-W-2nd-Ave-V6R-1L1/home/155197813
182,182,4227 W 14th Ave,V6R 2X7,"$3,200,000",3 beds,3.5 baths,"2,400 ",https://www.redfin.com/bc/vancouver/4227-W-14th-Ave-V6R-2X7/home/155322974
183,183,4341 W 3rd Ave,V6R 1M6,"$5,798,000",6 beds,4.5 baths,"3,901 ",https://www.redfin.com/bc/vancouver/4341-W-3rd-Ave-V6R-1M6/home/155292533
184,184,4104 W 14th Ave,V6R 2X5,"$2,788,000",4 beds,2.5 baths,"2,576 ",https://www.redfin.com/bc/vancouver/4104-W-14th-Ave-V6R-2X5/home/155338714
185,185,3091 Crown St,V6R 3W4,"$2,345,000",3 beds,2 baths,"1,666 ",https://www.redfin.com/bc/vancouver/3091-Crown-St-V6R-3W4/home/155341696
186,186,1870 Sasamat St,V6R 4M3,"$4,690,000",3 beds,2.5 baths,"3,490 ",https://www.redfin.com/bc/vancouver/1870-Sasamat-St-V6R-4M3/home/155234214
187,187,4215 W 13th Ave #2,V6R 2T7,"$2,349,000",3 beds,3.5 baths,"1,789 ",https://www.redfin.com/bc/vancouver/4215-W-13th-Ave-V6R-2T7/unit-2/home/194524481
188,188,4355 W 10th Ave #308,V6R 2H6,"$788,000",1 bed,1 bath,733 ,https://www.redfin.com/bc/vancouver/4355-W-10th-Ave-V6R-2H6/unit-308/home/155149556
189,189,3963 W 11th Ave,V6R 2L1,"$6,580,000",5 beds,5 baths,"4,253 ",https://www.redfin.com/bc/vancouver/3963-W-11th-Ave-V6R-2L1/home/155291475
190,190,4112 11th Ave,V6R 2L6,"$7,280,000",7 beds,7.5 baths,"4,805 ",https://www.redfin.com/bc/vancouver/4112-W-11th-Ave-V6R-2L6/home/155291152
191,191,4671 13th Ave,V6R 2V6,"$3,898,000",7 beds,5 baths,"3,242 ",https://www.redfin.com/bc/vancouver/4671-W-13th-Ave-V6R-2V6/home/155251884
192,192,4415 W 4th Ave,V6R 1P9,"$2,850,000",2 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4415-W-4th-Ave-V6R-1P9/home/190124547
193,193,4411 W 4th Ave,V6R 1P9,"$2,850,000",3 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4411-W-4th-Ave-V6R-1P9/home/155266331
194,194,4364 W 9th Ave,V6R 2C7,"$3,598,800",4 beds,3.5 baths,"3,050 ",https://www.redfin.com/bc/vancouver/4364-W-9th-Ave-V6R-2C7/home/155305308
195,195,4463 W 10th Ave #304,V6R 2H8,"$994,606",1 bed,1 bath,878 ,https://www.redfin.com/bc/vancouver/4463-W-10th-Ave-V6R-2H8/unit-304/home/155256954
196,196,4548 W 12th Ave,V6R 2R5,"$2,988,000",6 beds,4 baths,"3,353 ",https://www.redfin.com/bc/vancouver/4548-W-12th-Ave-V6R-2R5/home/155343636
197,197,4930 Queensland Rd,V6T 1G4,"$3,588,000",4 beds,2.5 baths,"2,840 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4930-Queensland-Rd-V6T-1G4/home/155819090
198,198,4678 W 3rd Ave,V6R 1N4,"$6,688,000",6 beds,4 baths,"5,120 ",https://www.redfin.com/bc/vancouver/4678-W-3rd-Ave-V6R-1N4/home/155336374
199,199,4922 Queensland Rd,V6T 1G4,"$3,680,000",5 beds,2 baths,"2,392 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4922-Queensland-Rd-V6T-1G4/home/155785309
200,200,4463 W 14th Ave,V6R 2Y2,"$3,275,000",5 beds,2 baths,"1,937 ",https://www.redfin.com/bc/vancouver/4463-W-14th-Ave-V6R-2Y2/home/155346604
201,201,4073 W 16th Ave,V6R 3E2,"$2,298,000",4 beds,2 baths,"1,864 ",https://www.redfin.com/bc/vancouver/4073-W-16th-Ave-V6R-3E2/home/155246573
202,202,4472 W 15th Ave,V6R 3B2,"$2,699,000",2 beds,2 baths,"1,400 ",https://www.redfin.com/bc/vancouver/4472-W-15th-Ave-V6R-3B2/home/155333433
203,203,4024 W 16th Ave,V6R 3E1,"$2,399,000",5 beds,2.5 baths,"2,357 ",https://www.redfin.com/bc/vancouver/4024-W-16th-Ave-V6R-3E1/home/155184394
204,204,4634 W 2nd Ave,V6R 1L1,"$8,880,000",5 beds,3.5 baths,"4,666 ",https://www.redfin.com/bc/vancouver/4634-W-2nd-Ave-V6R-1L1/home/155297408
205,205,4278 W 12th Ave,V6R 2P7,"$3,880,000",4 beds,3 baths,"2,465 ",https://www.redfin.com/bc/vancouver/4278-W-12th-Ave-V6R-2P7/home/155324624
206,206,4479 W 10th Ave #202,V6R 2H8,"$628,000",1 bed,1 bath,634 ,https://www.redfin.com/bc/vancouver/4479-W-10th-Ave-V6R-2H8/unit-202/home/155151744
207,207,4203 W 14th Ave,V6R 2X7,"$3,980,000",5 beds,5.5 baths,"3,299 ",https://www.redfin.com/bc/vancouver/4203-W-14th-Ave-V6R-2X7/home/155221726
208,208,3039 Courtenay St,V6R 3X8,"$3,950,000",4 beds,2.5 baths,"2,449 ",https://www.redfin.com/bc/vancouver/3039-Courtenay-St-V6R-3X8/home/155293331
209,209,3075 Courtenay St,V6R 3X8,"$2,538,000",3 beds,3.5 baths,"1,714 ",https://www.redfin.com/bc/vancouver/3075-Courtenay-St-V6R-3X8/home/155240751
210,210,4346 Locarno Cres,V6R 1G3,"$10,880,000",6 beds,7.5 baths,"3,603 ",https://www.redfin.com/bc/vancouver/4346-Locarno-Cres-V6R-1G3/home/155248676
211,211,4633 W 11th Ave,V6R 2M6,"$2,990,000",5 beds,3 baths,"2,521 ",https://www.redfin.com/bc/vancouver/4633-W-11th-Ave-V6R-2M6/home/155339890
212,212,4072 W 11th Ave,V6R 2L3,"$4,780,000",7 beds,5.5 baths,"4,695 ",https://www.redfin.com/bc/vancouver/4072-W-11th-Ave-V6R-2L3/home/155249338
213,213,4528 Langara Ave,V6R 1C8,"$9,980,000",5 beds,4.5 baths,"4,361 ",https://www.redfin.com/bc/vancouver/4528-Langara-Ave-V6R-1C8/home/155292966
214,214,4375 W 10th Ave #403,V6R 2H6,"$988,000",1 bed,1 bath,815 ,https://www.redfin.com/bc/vancouver/4375-W-10th-Ave-V6R-2H6/unit-403/home/155165261
215,215,4509 W 8th Ave,V6R 2A4,"$3,699,000",5 beds,3.5 baths,"2,757 ",https://www.redfin.com/bc/vancouver/4509-W-8th-Ave-V6R-2A4/home/155343830
216,216,4146 W 14th Ave,V6R 2X5,"$3,549,900",4 beds,4.5 baths,"2,452 ",https://www.redfin.com/bc/vancouver/4146-W-14th-Ave-V6R-2X5/home/155223176
217,217,4533 W 8th Ave,V6R 2A4,"$2,695,000",6 beds,2 baths,"2,702 ",https://www.redfin.com/bc/vancouver/4533-W-8th-Ave-V6R-2A4/home/155299264
218,218,4350 Locarno Cres,V6R 1G3,"$7,280,000",3 beds,4.5 baths,"3,712 ",https://www.redfin.com/bc/vancouver/4350-Locarno-Cres-V6R-1G3/home/155333815
219,219,4389 Locarno Cres,V6R 1G2,"$3,889,000",5 beds,4.5 baths,"3,503 ",https://www.redfin.com/bc/vancouver/4389-Locarno-Cres-V6R-1G2/home/155199438
220,220,4633 W 7th Ave,V6R 1X4,"$3,599,000",3 beds,4 baths,"2,502 ",https://www.redfin.com/bc/vancouver/4633-W-7th-Ave-V6R-1X5/home/155243417
221,221,4650 W 2nd Ave,V6R 1L1,"$5,998,000",3 beds,3.5 baths,"3,954 ",https://www.redfin.com/bc/vancouver/4650-W-2nd-Ave-V6R-1L1/home/155197813
222,222,4227 W 14th Ave,V6R 2X7,"$3,200,000",3 beds,3.5 baths,"2,400 ",https://www.redfin.com/bc/vancouver/4227-W-14th-Ave-V6R-2X7/home/155322974
223,223,4341 W 3rd Ave,V6R 1M6,"$5,798,000",6 beds,4.5 baths,"3,901 ",https://www.redfin.com/bc/vancouver/4341-W-3rd-Ave-V6R-1M6/home/155292533
224,224,4104 W 14th Ave,V6R 2X5,"$2,788,000",4 beds,2.5 baths,"2,576 ",https://www.redfin.com/bc/vancouver/4104-W-14th-Ave-V6R-2X5/home/155338714
225,225,3091 Crown St,V6R 3W4,"$2,345,000",3 beds,2 baths,"1,666 ",https://www.redfin.com/bc/vancouver/3091-Crown-St-V6R-3W4/home/155341696
226,226,1870 Sasamat St,V6R 4M3,"$4,690,000",3 beds,2.5 baths,"3,490 ",https://www.redfin.com/bc/vancouver/1870-Sasamat-St-V6R-4M3/home/155234214
227,227,4215 W 13th Ave #2,V6R 2T7,"$2,349,000",3 beds,3.5 baths,"1,789 ",https://www.redfin.com/bc/vancouver/4215-W-13th-Ave-V6R-2T7/unit-2/home/194524481
228,228,4355 W 10th Ave #308,V6R 2H6,"$788,000",1 bed,1 bath,733 ,https://www.redfin.com/bc/vancouver/4355-W-10th-Ave-V6R-2H6/unit-308/home/155149556
229,229,3963 W 11th Ave,V6R 2L1,"$6,580,000",5 beds,5 baths,"4,253 ",https://www.redfin.com/bc/vancouver/3963-W-11th-Ave-V6R-2L1/home/155291475
230,230,4112 11th Ave,V6R 2L6,"$7,280,000",7 beds,7.5 baths,"4,805 ",https://www.redfin.com/bc/vancouver/4112-W-11th-Ave-V6R-2L6/home/155291152
231,231,4671 13th Ave,V6R 2V6,"$3,898,000",7 beds,5 baths,"3,242 ",https://www.redfin.com/bc/vancouver/4671-W-13th-Ave-V6R-2V6/home/155251884
232,232,4415 W 4th Ave,V6R 1P9,"$2,850,000",2 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4415-W-4th-Ave-V6R-1P9/home/190124547
233,233,4411 W 4th Ave,V6R 1P9,"$2,850,000",3 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4411-W-4th-Ave-V6R-1P9/home/155266331
234,234,4364 W 9th Ave,V6R 2C7,"$3,598,800",4 beds,3.5 baths,"3,050 ",https://www.redfin.com/bc/vancouver/4364-W-9th-Ave-V6R-2C7/home/155305308
235,235,4463 W 10th Ave #304,V6R 2H8,"$994,606",1 bed,1 bath,878 ,https://www.redfin.com/bc/vancouver/4463-W-10th-Ave-V6R-2H8/unit-304/home/155256954
236,236,4548 W 12th Ave,V6R 2R5,"$2,988,000",6 beds,4 baths,"3,353 ",https://www.redfin.com/bc/vancouver/4548-W-12th-Ave-V6R-2R5/home/155343636
237,237,4930 Queensland Rd,V6T 1G4,"$3,588,000",4 beds,2.5 baths,"2,840 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4930-Queensland-Rd-V6T-1G4/home/155819090
238,238,4678 W 3rd Ave,V6R 1N4,"$6,688,000",6 beds,4 baths,"5,120 ",https://www.redfin.com/bc/vancouver/4678-W-3rd-Ave-V6R-1N4/home/155336374
239,239,4922 Queensland Rd,V6T 1G4,"$3,680,000",5 beds,2 baths,"2,392 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4922-Queensland-Rd-V6T-1G4/home/155785309
240,240,4463 W 14th Ave,V6R 2Y2,"$3,275,000",5 beds,2 baths,"1,937 ",https://www.redfin.com/bc/vancouver/4463-W-14th-Ave-V6R-2Y2/home/155346604
241,241,4073 W 16th Ave,V6R 3E2,"$2,298,000",4 beds,2 baths,"1,864 ",https://www.redfin.com/bc/vancouver/4073-W-16th-Ave-V6R-3E2/home/155246573
242,242,4472 W 15th Ave,V6R 3B2,"$2,699,000",2 beds,2 baths,"1,400 ",https://www.redfin.com/bc/vancouver/4472-W-15th-Ave-V6R-3B2/home/155333433
243,243,4024 W 16th Ave,V6R 3E1,"$2,399,000",5 beds,2.5 baths,"2,357 ",https://www.redfin.com/bc/vancouver/4024-W-16th-Ave-V6R-3E1/home/155184394
244,244,4634 W 2nd Ave,V6R 1L1,"$8,880,000",5 beds,3.5 baths,"4,666 ",https://www.redfin.com/bc/vancouver/4634-W-2nd-Ave-V6R-1L1/home/155297408
245,245,4278 W 12th Ave,V6R 2P7,"$3,880,000",4 beds,3 baths,"2,465 ",https://www.redfin.com/bc/vancouver/4278-W-12th-Ave-V6R-2P7/home/155324624
246,246,4479 W 10th Ave #202,V6R 2H8,"$628,000",1 bed,1 bath,634 ,https://www.redfin.com/bc/vancouver/4479-W-10th-Ave-V6R-2H8/unit-202/home/155151744
247,247,4203 W 14th Ave,V6R 2X7,"$3,980,000",5 beds,5.5 baths,"3,299 ",https://www.redfin.com/bc/vancouver/4203-W-14th-Ave-V6R-2X7/home/155221726
248,248,3039 Courtenay St,V6R 3X8,"$3,950,000",4 beds,2.5 baths,"2,449 ",https://www.redfin.com/bc/vancouver/3039-Courtenay-St-V6R-3X8/home/155293331
249,249,3075 Courtenay St,V6R 3X8,"$2,538,000",3 beds,3.5 baths,"1,714 ",https://www.redfin.com/bc/vancouver/3075-Courtenay-St-V6R-3X8/home/155240751
250,250,4346 Locarno Cres,V6R 1G3,"$10,880,000",6 beds,7.5 baths,"3,603 ",https://www.redfin.com/bc/vancouver/4346-Locarno-Cres-V6R-1G3/home/155248676
251,251,4633 W 11th Ave,V6R 2M6,"$2,990,000",5 beds,3 baths,"2,521 ",https://www.redfin.com/bc/vancouver/4633-W-11th-Ave-V6R-2M6/home/155339890
252,252,4072 W 11th Ave,V6R 2L3,"$4,780,000",7 beds,5.5 baths,"4,695 ",https://www.redfin.com/bc/vancouver/4072-W-11th-Ave-V6R-2L3/home/155249338
253,253,4528 Langara Ave,V6R 1C8,"$9,980,000",5 beds,4.5 baths,"4,361 ",https://www.redfin.com/bc/vancouver/4528-Langara-Ave-V6R-1C8/home/155292966
254,254,4375 W 10th Ave #403,V6R 2H6,"$988,000",1 bed,1 bath,815 ,https://www.redfin.com/bc/vancouver/4375-W-10th-Ave-V6R-2H6/unit-403/home/155165261
255,255,4509 W 8th Ave,V6R 2A4,"$3,699,000",5 beds,3.5 baths,"2,757 ",https://www.redfin.com/bc/vancouver/4509-W-8th-Ave-V6R-2A4/home/155343830
256,256,4146 W 14th Ave,V6R 2X5,"$3,549,900",4 beds,4.5 baths,"2,452 ",https://www.redfin.com/bc/vancouver/4146-W-14th-Ave-V6R-2X5/home/155223176
257,257,4533 W 8th Ave,V6R 2A4,"$2,695,000",6 beds,2 baths,"2,702 ",https://www.redfin.com/bc/vancouver/4533-W-8th-Ave-V6R-2A4/home/155299264
258,258,4350 Locarno Cres,V6R 1G3,"$7,280,000",3 beds,4.5 baths,"3,712 ",https://www.redfin.com/bc/vancouver/4350-Locarno-Cres-V6R-1G3/home/155333815
259,259,4389 Locarno Cres,V6R 1G2,"$3,889,000",5 beds,4.5 baths,"3,503 ",https://www.redfin.com/bc/vancouver/4389-Locarno-Cres-V6R-1G2/home/155199438
260,260,4633 W 7th Ave,V6R 1X4,"$3,599,000",3 beds,4 baths,"2,502 ",https://www.redfin.com/bc/vancouver/4633-W-7th-Ave-V6R-1X5/home/155243417
261,261,4650 W 2nd Ave,V6R 1L1,"$5,998,000",3 beds,3.5 baths,"3,954 ",https://www.redfin.com/bc/vancouver/4650-W-2nd-Ave-V6R-1L1/home/155197813
262,262,4227 W 14th Ave,V6R 2X7,"$3,200,000",3 beds,3.5 baths,"2,400 ",https://www.redfin.com/bc/vancouver/4227-W-14th-Ave-V6R-2X7/home/155322974
263,263,4341 W 3rd Ave,V6R 1M6,"$5,798,000",6 beds,4.5 baths,"3,901 ",https://www.redfin.com/bc/vancouver/4341-W-3rd-Ave-V6R-1M6/home/155292533
264,264,4104 W 14th Ave,V6R 2X5,"$2,788,000",4 beds,2.5 baths,"2,576 ",https://www.redfin.com/bc/vancouver/4104-W-14th-Ave-V6R-2X5/home/155338714
265,265,3091 Crown St,V6R 3W4,"$2,345,000",3 beds,2 baths,"1,666 ",https://www.redfin.com/bc/vancouver/3091-Crown-St-V6R-3W4/home/155341696
266,266,1870 Sasamat St,V6R 4M3,"$4,690,000",3 beds,2.5 baths,"3,490 ",https://www.redfin.com/bc/vancouver/1870-Sasamat-St-V6R-4M3/home/155234214
267,267,4215 W 13th Ave #2,V6R 2T7,"$2,349,000",3 beds,3.5 baths,"1,789 ",https://www.redfin.com/bc/vancouver/4215-W-13th-Ave-V6R-2T7/unit-2/home/194524481
268,268,4355 W 10th Ave #308,V6R 2H6,"$788,000",1 bed,1 bath,733 ,https://www.redfin.com/bc/vancouver/4355-W-10th-Ave-V6R-2H6/unit-308/home/155149556
269,269,3963 W 11th Ave,V6R 2L1,"$6,580,000",5 beds,5 baths,"4,253 ",https://www.redfin.com/bc/vancouver/3963-W-11th-Ave-V6R-2L1/home/155291475
270,270,4112 11th Ave,V6R 2L6,"$7,280,000",7 beds,7.5 baths,"4,805 ",https://www.redfin.com/bc/vancouver/4112-W-11th-Ave-V6R-2L6/home/155291152
271,271,4671 13th Ave,V6R 2V6,"$3,898,000",7 beds,5 baths,"3,242 ",https://www.redfin.com/bc/vancouver/4671-W-13th-Ave-V6R-2V6/home/155251884
272,272,4415 W 4th Ave,V6R 1P9,"$2,850,000",2 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4415-W-4th-Ave-V6R-1P9/home/190124547
273,273,4411 W 4th Ave,V6R 1P9,"$2,850,000",3 beds,1 bath,"2,172 ",https://www.redfin.com/bc/vancouver/4411-W-4th-Ave-V6R-1P9/home/155266331
274,274,4364 W 9th Ave,V6R 2C7,"$3,598,800",4 beds,3.5 baths,"3,050 ",https://www.redfin.com/bc/vancouver/4364-W-9th-Ave-V6R-2C7/home/155305308
275,275,4463 W 10th Ave #304,V6R 2H8,"$994,606",1 bed,1 bath,878 ,https://www.redfin.com/bc/vancouver/4463-W-10th-Ave-V6R-2H8/unit-304/home/155256954
276,276,4548 W 12th Ave,V6R 2R5,"$2,988,000",6 beds,4 baths,"3,353 ",https://www.redfin.com/bc/vancouver/4548-W-12th-Ave-V6R-2R5/home/155343636
277,277,4930 Queensland Rd,V6T 1G4,"$3,588,000",4 beds,2.5 baths,"2,840 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4930-Queensland-Rd-V6T-1G4/home/155819090
278,278,4678 W 3rd Ave,V6R 1N4,"$6,688,000",6 beds,4 baths,"5,120 ",https://www.redfin.com/bc/vancouver/4678-W-3rd-Ave-V6R-1N4/home/155336374
279,279,4922 Queensland Rd,V6T 1G4,"$3,680,000",5 beds,2 baths,"2,392 ",https://www.redfin.com/bc/greater-vancouver-regional-district/4922-Queensland-Rd-V6T-1G4/home/155785309
280,280,4463 W 14th Ave,V6R 2Y2,"$3,275,000",5 beds,2 baths,"1,937 ",https://www.redfin.com/bc/vancouver/4463-W-14th-Ave-V6R-2Y2/home/155346604
281,281,4073 W 16th Ave,V6R 3E2,"$2,298,000",4 beds,2 baths,"1,864 ",https://www.redfin.com/bc/vancouver/4073-W-16th-Ave-V6R-3E2/home/155246573
282,282,4472 W 15th Ave,V6R 3B2,"$2,699,000",2 beds,2 baths,"1,400 ",https://www.redfin.com/bc/vancouver/4472-W-15th-Ave-V6R-3B2/home/155333433
283,283,4024 W 16th Ave,V6R 3E1,"$2,399,000",5 beds,2.5 baths,"2,357 ",https://www.redfin.com/bc/vancouver/4024-W-16th-Ave-V6R-3E1/home/155184394
284,284,4634 W 2nd Ave,V6R 1L1,"$8,880,000",5 beds,3.5 baths,"4,666 ",https://www.redfin.com/bc/vancouver/4634-W-2nd-Ave-V6R-1L1/home/155297408
285,285,4278 W 12th Ave,V6R 2P7,"$3,880,000",4 beds,3 baths,"2,465 ",https://www.redfin.com/bc/vancouver/4278-W-12th-Ave-V6R-2P7/home/155324624
286,286,4479 W 10th Ave #202,V6R 2H8,"$628,000",1 bed,1 bath,634 ,https://www.redfin.com/bc/vancouver/4479-W-10th-Ave-V6R-2H8/unit-202/home/155151744
287,287,4203 W 14th Ave,V6R 2X7,"$3,980,000",5 beds,5.5 baths,"3,299 ",https://www.redfin.com/bc/vancouver/4203-W-14th-Ave-V6R-2X7/home/155221726
