,index,address,zip_code,price,bed,bath,sqr_footage,property_link
7089,7089,2621 Quebec St #202,V5T 3A6,"$899,000",2 beds,1.5 baths,900 ,https://www.redfin.com/bc/vancouver/2621-Quebec-St-V5T-3A6/unit-202/home/155906105
7090,7090,6308 Cambie St,V5Z 0K2,"$1,298,000",2 beds,2.5 baths,"1,000 ",https://www.redfin.com/bc/vancouver/6308-Cambie-St-V5Z-3B4/home/161474489
7091,7091,2365 W 13th Ave,V6K 2S5,"$2,499,000",4 beds,3.5 baths,"1,903 ",https://www.redfin.com/bc/vancouver/2365-W-13th-Ave-V6K-2S5/home/155741719
7092,7092,1931 East 7TH Ave #1927,V5N 1S3,"$3,598,000",7 beds,5 baths,"3,063 ",https://www.redfin.com/BC/Vancouver/1931-E-7th-Ave-V5N-1S3/unit-1927/home/195219429
7093,7093,3311 Sophia St,V5V 3T4,"$2,775,000",6 beds,5.5 baths,"3,073 ",https://www.redfin.com/bc/vancouver/3311-Sophia-St-V5V-3T4/home/155499085
7094,7094,3778 Wakefield C,V5G 2C4,"$2,190,000",4 beds,2.5 baths,"2,365 ",https://www.redfin.com/bc/burnaby/3778-Wakefield-Crt-V5G-2C4/home/155306870
7095,7095,2829 Ash St #101,V5Z 4P5,"$919,000",2 beds,2 baths,924 ,https://www.redfin.com/bc/vancouver/2829-Ash-St-V5Z-4P5/unit-101/home/156493469
7096,7096,1365 Davie St #1401,V6E 1N5,"$1,499,000",2 beds,2 baths,956 ,https://www.redfin.com/bc/vancouver/1365-Davie-St-V6E-1N5/unit-1401/home/181553336
7097,7097,373 E 33rd Ave #3,V5V 2Z8,"$1,949,000",3 beds,2.5 baths,"1,479 ",https://www.redfin.com/BC/Vancouver/373-E-33rd-Ave-V5V-2Z8/unit-3/home/195221713
7098,7098,371 E 33rd Ave #6,V5V 2Z8,"$1,975,000",3 beds,2.5 baths,"1,525 ",https://www.redfin.com/bc/vancouver/371-E-33rd-Ave-V5V-2Z8/unit-6/home/195221712
7099,7099,375 E 33rd Ave #2,V5V 2Z8,"$2,199,000",4 beds,2.5 baths,"1,691 ",https://www.redfin.com/bc/vancouver/375-E-33rd-Ave-V5V-2Z8/unit-2/home/195221659
7100,7100,365 E 33rd Ave #1,V5V 2Z8,"$2,498,000",4 beds,3.5 baths,"2,334 ",https://www.redfin.com/bc/vancouver/365-E-33rd-Ave-V5V-2Z8/unit-1/home/195221632
7101,7101,369 E 33rd Ave #6,V5V 2Z8,"$1,725,000",3 beds,2.5 baths,"1,274 ",https://www.redfin.com/bc/vancouver/369-E-33rd-Ave-V5V-2Z8/unit-6/home/195221630
7102,7102,221 Union St #315,V6A 0B4,"$849,000",2 beds,2 baths,939 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-315/home/154864051
7103,7103,"530 W 14th St, Nort",V7M 1P9,"$2,248,000",4 beds,2 baths,"1,749 ",https://www.redfin.com/bc/north-vancouver/530-14th-St-W-V7M-1P9/home/168411882
7104,7104,3913 Dundas ,V5C 1A6,"$2,495,000",5 beds,3 baths,"3,497 ",https://www.redfin.com/bc/burnaby/3913-Dundas-St-V5C-1A6/home/155405284
7105,7105,367 E 33rd Ave #4,V5V 2Z8,"$1,698,000",3 beds,2.5 baths,"1,271 ",https://www.redfin.com/bc/vancouver/367-E-33rd-Ave-V5V-2Z8/unit-4/home/195220466
7106,7106,3430 E Kent Avenue South Ave #410,V5S 0G7,"$679,900",1 bed,1 bath,591 ,https://www.redfin.com/bc/vancouver/3430-E-Kent-Ave-S-V5S-0G7/unit-410/home/195220465
7107,7107,4078 Knight St #509,V5N 5Y9,"$575,000",1 bed,1 bath,555 ,https://www.redfin.com/bc/vancouver/4078-Knight-St-V5N/unit-509/home/155590064
7108,7108,4005 Vine St,V6L 3C1,"$2,998,000",3 beds,4 baths,"2,965 ",https://www.redfin.com/bc/vancouver/4005-Vine-St-V6L-3B9/home/155932522
7109,7109,2621 Quebec St #202,V5T 3A6,"$899,000",2 beds,1.5 baths,900 ,https://www.redfin.com/bc/vancouver/2621-Quebec-St-V5T-3A6/unit-202/home/155906105
7110,7110,6308 Cambie St,V5Z 0K2,"$1,298,000",2 beds,2.5 baths,"1,000 ",https://www.redfin.com/bc/vancouver/6308-Cambie-St-V5Z-3B4/home/161474489
7111,7111,2365 W 13th Ave,V6K 2S5,"$2,499,000",4 beds,3.5 baths,"1,903 ",https://www.redfin.com/bc/vancouver/2365-W-13th-Ave-V6K-2S5/home/155741719
7112,7112,1931 East 7TH Ave #1927,V5N 1S3,"$3,598,000",7 beds,5 baths,"3,063 ",https://www.redfin.com/BC/Vancouver/1931-E-7th-Ave-V5N-1S3/unit-1927/home/195219429
7113,7113,3311 Sophia St,V5V 3T4,"$2,775,000",6 beds,5.5 baths,"3,073 ",https://www.redfin.com/bc/vancouver/3311-Sophia-St-V5V-3T4/home/155499085
7114,7114,3778 Wakefield C,V5G 2C4,"$2,190,000",4 beds,2.5 baths,"2,365 ",https://www.redfin.com/bc/burnaby/3778-Wakefield-Crt-V5G-2C4/home/155306870
7115,7115,2829 Ash St #101,V5Z 4P5,"$919,000",2 beds,2 baths,924 ,https://www.redfin.com/bc/vancouver/2829-Ash-St-V5Z-4P5/unit-101/home/156493469
7116,7116,1365 Davie St #1401,V6E 1N5,"$1,499,000",2 beds,2 baths,956 ,https://www.redfin.com/bc/vancouver/1365-Davie-St-V6E-1N5/unit-1401/home/181553336
7117,7117,373 E 33rd Ave #3,V5V 2Z8,"$1,949,000",3 beds,2.5 baths,"1,479 ",https://www.redfin.com/BC/Vancouver/373-E-33rd-Ave-V5V-2Z8/unit-3/home/195221713
7118,7118,371 E 33rd Ave #6,V5V 2Z8,"$1,975,000",3 beds,2.5 baths,"1,525 ",https://www.redfin.com/bc/vancouver/371-E-33rd-Ave-V5V-2Z8/unit-6/home/195221712
7119,7119,375 E 33rd Ave #2,V5V 2Z8,"$2,199,000",4 beds,2.5 baths,"1,691 ",https://www.redfin.com/bc/vancouver/375-E-33rd-Ave-V5V-2Z8/unit-2/home/195221659
7120,7120,365 E 33rd Ave #1,V5V 2Z8,"$2,498,000",4 beds,3.5 baths,"2,334 ",https://www.redfin.com/bc/vancouver/365-E-33rd-Ave-V5V-2Z8/unit-1/home/195221632
7121,7121,369 E 33rd Ave #6,V5V 2Z8,"$1,725,000",3 beds,2.5 baths,"1,274 ",https://www.redfin.com/bc/vancouver/369-E-33rd-Ave-V5V-2Z8/unit-6/home/195221630
7122,7122,221 Union St #315,V6A 0B4,"$849,000",2 beds,2 baths,939 ,https://www.redfin.com/bc/vancouver/221-Union-St-V6A-0B4/unit-315/home/154864051
7123,7123,"530 W 14th St, Nort",V7M 1P9,"$2,248,000",4 beds,2 baths,"1,749 ",https://www.redfin.com/bc/north-vancouver/530-14th-St-W-V7M-1P9/home/168411882
7124,7124,3913 Dundas ,V5C 1A6,"$2,495,000",5 beds,3 baths,"3,497 ",https://www.redfin.com/bc/burnaby/3913-Dundas-St-V5C-1A6/home/155405284
7125,7125,367 E 33rd Ave #4,V5V 2Z8,"$1,698,000",3 beds,2.5 baths,"1,271 ",https://www.redfin.com/bc/vancouver/367-E-33rd-Ave-V5V-2Z8/unit-4/home/195220466
7126,7126,3430 E Kent Avenue South Ave #410,V5S 0G7,"$679,900",1 bed,1 bath,591 ,https://www.redfin.com/bc/vancouver/3430-E-Kent-Ave-S-V5S-0G7/unit-410/home/195220465
7127,7127,4078 Knight St #509,V5N 5Y9,"$575,000",1 bed,1 bath,555 ,https://www.redfin.com/bc/vancouver/4078-Knight-St-V5N/unit-509/home/155590064
7128,7128,4005 Vine St,V6L 3C1,"$2,998,000",3 beds,4 baths,"2,965 ",https://www.redfin.com/bc/vancouver/4005-Vine-St-V6L-3B9/home/155932522
7129,7129,2621 Quebec St #202,V5T 3A6,"$899,000",2 beds,1.5 baths,900 ,https://www.redfin.com/bc/vancouver/2621-Quebec-St-V5T-3A6/unit-202/home/155906105
7130,7130,6308 Cambie St,V5Z 0K2,"$1,298,000",2 beds,2.5 baths,"1,000 ",https://www.redfin.com/bc/vancouver/6308-Cambie-St-V5Z-3B4/home/161474489
7131,7131,2365 W 13th Ave,V6K 2S5,"$2,499,000",4 beds,3.5 baths,"1,903 ",https://www.redfin.com/bc/vancouver/2365-W-13th-Ave-V6K-2S5/home/155741719
7132,7132,1931 East 7TH Ave #1927,V5N 1S3,"$3,598,000",7 beds,5 baths,"3,063 ",https://www.redfin.com/BC/Vancouver/1931-E-7th-Ave-V5N-1S3/unit-1927/home/195219429
7133,7133,3311 Sophia St,V5V 3T4,"$2,775,000",6 beds,5.5 baths,"3,073 ",https://www.redfin.com/bc/vancouver/3311-Sophia-St-V5V-3T4/home/155499085
7134,7134,3778 Wakefield C,V5G 2C4,"$2,190,000",4 beds,2.5 baths,"2,365 ",https://www.redfin.com/bc/burnaby/3778-Wakefield-Crt-V5G-2C4/home/155306870
7135,7135,2829 Ash St #101,V5Z 4P5,"$919,000",2 beds,2 baths,924 ,https://www.redfin.com/bc/vancouver/2829-Ash-St-V5Z-4P5/unit-101/home/156493469
7136,7136,1365 Davie St #1401,V6E 1N5,"$1,499,000",2 beds,2 baths,956 ,https://www.redfin.com/bc/vancouver/1365-Davie-St-V6E-1N5/unit-1401/home/181553336
7137,7137,4980 Chatham St,V5R 3Y9,"$1,949,000",5 beds,2 baths,"1,710 ",https://www.redfin.com/bc/vancouver/4980-Chatham-St-V5R-3Y9/home/154850055
7138,7138,4318 Nanaimo St,V5N 5J1,"$1,399,000",3 beds,4 baths,"1,442 ",https://www.redfin.com/bc/vancouver/4318-Nanaimo-St-V5N/home/195219059
7139,7139,4320 Nanaimo St,V5N 5J1,"$1,629,000",5 beds,4 baths,"1,528 ",https://www.redfin.com/bc/vancouver/4320-Nanaimo-St-V5R-5G9/home/155635641
7140,7140,3264 Vanness Ave #211,V5R 4V3,"$899,900",2 beds,2 baths,859 ,https://www.redfin.com/bc/vancouver/3264-Vanness-Ave-V5R-4V3/unit-211/home/177919217
7141,7141,2542 E 28th Ave,V5R 1R6,"$3,200,000",6 beds,3 baths,"2,145 ",https://www.redfin.com/bc/vancouver/2542-E-28th-Ave-V5R-1R6/home/154601714
7142,7142,2960 E 29th Ave #226,V5R 5Z5,"$969,000",3 beds,2 baths,"1,125 ",https://www.redfin.com/bc/vancouver/2960-E-29th-Ave-V5R-5Z5/unit-226/home/154549159
7143,7143,2754 E 26th Ave,V5R 1L2,"$1,899,000",5 beds,3 baths,"2,288 ",https://www.redfin.com/bc/vancouver/2754-E-26th-Ave-V5R-1L2/home/154682252
7144,7144,2925 E 25th Ave,V5R 1J1,"$2,299,000",5 beds,1.5 baths,"1,087 ",https://www.redfin.com/bc/vancouver/2925-E-25th-Ave-V5R-1J1/home/154840250
7145,7145,3438 Vanness Ave #1111,V5R 6E7,"$534,000",1 bed,1 bath,542 ,https://www.redfin.com/bc/vancouver/3438-Vanness-Ave-V5R-6E7/unit-1111/home/154728494
7146,7146,3126 E 17th Ave,V5M 2N7,"$2,390,000",8 beds,6 baths,"2,627 ",https://www.redfin.com/bc/vancouver/3126-E-17th-Ave-V5M-2N7/home/155395535
7147,7147,2435 Kingsway #403,V5R 5G8,"$910,000",3 beds,2 baths,920 ,https://www.redfin.com/bc/vancouver/2435-Kingsway-V5R-0K5/unit-403/home/181539099
7148,7148,5125 Wales St,V5R 3M5,"$2,390,000",5 beds,2 baths,"2,173 ",https://www.redfin.com/bc/vancouver/5125-Wales-St-V5R-3M5/home/154691032
7149,7149,3571 Haida Dr,V5M 3Y9,"$1,719,800",3 beds,2 baths,"1,513 ",https://www.redfin.com/bc/vancouver/3571-Haida-Dr-V5M-3Y9/home/155357865
7150,7150,4632 Nanaimo St,V5N 5J7,"$1,649,000",6 beds,3 baths,"2,179 ",https://www.redfin.com/bc/vancouver/4632-Nanaimo-St-V5N-5J7/home/155532994
7151,7151,4754 Earles St,V5R 3R2,"$1,825,000",6 beds,2 baths,"2,382 ",https://www.redfin.com/bc/vancouver/4754-Earles-St-V5R-3R2/home/154562357
7152,7152,4868 Joyce St,V5R 4G3,"$1,599,000",5 beds,3 baths,"2,975 ",https://www.redfin.com/bc/vancouver/4868-Joyce-St-V5R-4G3/home/154577486
7153,7153,3412 E 23rd Ave,V5R 1C2,"$1,680,000",4 beds,2 baths,"1,755 ",https://www.redfin.com/bc/vancouver/3412-E-23rd-Ave-V5R-1C2/home/154822990
7154,7154,2474 E 21st Ave #2,V5M 2V8,"$1,598,000",3 beds,2.5 baths,"1,502 ",https://www.redfin.com/bc/vancouver/2474-E-21st-Ave-V5N-5H1/unit-2/home/194101682
7155,7155,2474 E 21st Ave #1,V5M 2V8,"$1,598,000",3 beds,2.5 baths,"1,607 ",https://www.redfin.com/bc/vancouver/2474-E-21st-Ave-V5N-5H1/unit-1/home/194101916
7156,7156,3068 E 21st Ave,V5M 2W7,"$2,580,000",4 beds,3.5 baths,"2,525 ",https://www.redfin.com/bc/vancouver/3068-E-21st-Ave-V5M-2W7/home/155340672
7157,7157,2576 E 28th Ave #2,V5R 1R6,"$1,399,000",3 beds,3 baths,"1,319 ",https://www.redfin.com/bc/vancouver/2576-E-28th-Ave-V5R-1R6/unit-2/home/194587162
7158,7158,3687 E 26th Ave,V5R 1M6,"$1,500,000",3 beds,2 baths,"1,717 ",https://www.redfin.com/bc/vancouver/3687-E-26th-Ave-V5R-1M6/home/154581572
7159,7159,3128 Windermere St,V5M 4R4,"$2,489,000",5 beds,3.5 baths,"2,907 ",https://www.redfin.com/bc/vancouver/3128-Windermere-St-V5M-4R4/home/155447808
7160,7160,3313 E 26th Ave,V5R 1M1,"$1,575,000",5 beds,4 baths,"2,359 ",https://www.redfin.com/bc/vancouver/3313-E-26th-Ave-V5R-1M1/home/154766765
7161,7161,3011 E 29th Ave,V5R 1V9,"$1,888,800",6 beds,3 baths,"2,489 ",https://www.redfin.com/bc/vancouver/3011-E-29th-Ave-V5R-1W1/home/154594637
7162,7162,4530 Reid St,V5R 3Y6,"$1,880,000",8 beds,3 baths,"2,605 ",https://www.redfin.com/bc/vancouver/4530-Reid-St-V5R-3Y6/home/154575493
7163,7163,2412 E 28th Ave,V5R 1R4,"$1,668,000",6 beds,4 baths,"2,546 ",https://www.redfin.com/bc/vancouver/2412-E-28th-Ave-V5R-1R4/home/154840199
7164,7164,3455 Ascot Pl #1109,V5R 6B7,"$599,000",2 beds,1 bath,721 ,https://www.redfin.com/bc/vancouver/3455-Ascot-Pl-V5R-6B7/unit-1109/home/154741942
7165,7165,3176 E 29th Ave,V5R 1W2,"$1,388,000",3 beds,4 baths,"1,545 ",https://www.redfin.com/bc/vancouver/3176-E-29th-Ave-V5R-1W2/home/154706988
7166,7166,3390 Queens Ave,V5R 4V1,"$5,380,000",4 beds,4 baths,"2,863 ",https://www.redfin.com/bc/vancouver/3390-Queens-Ave-V5R-4V1/home/154600982
7167,7167,2884 E 22nd Ave,V5M 2Y2,"$1,780,000",4 beds,2 baths,"2,247 ",https://www.redfin.com/bc/vancouver/2884-E-22nd-Ave-V5M-2Y2/home/155418095
7168,7168,4688 Manor St,V5R 3X6,"$1,699,000",4 beds,3 baths,"2,213 ",https://www.redfin.com/bc/vancouver/4688-Manor-St-V5R-3X6/home/154827637
7169,7169,2688 E 27th Ave,V5R 1N3,"$1,830,000",6 beds,4 baths,"2,526 ",https://www.redfin.com/bc/vancouver/2688-E-27th-Ave-V5R-1N3/home/154685415
7170,7170,3489 Ascot Pl #109,V5R 6B6,"$448,000",1 bed,1 bath,505 ,https://www.redfin.com/bc/vancouver/3489-Ascot-Pl-V5R-6B6/unit-109/home/154540767
7171,7171,3228 Vanness Ave,V5R 5A5,"$2,399,000",3 beds,2 baths,"1,800 ",https://www.redfin.com/bc/vancouver/3228-Vanness-Ave-V5R-5A5/home/154812807
7172,7172,4975 Rupert St,V5R 2J6,"$3,499,900",5 beds,2 baths,"2,200 ",https://www.redfin.com/bc/vancouver/4975-Rupert-St-V5R-2J6/home/154831810
7173,7173,2496 E 27th Ave,V5R 1M8,"$1,339,000",3 beds,3.5 baths,"1,338 ",https://www.redfin.com/bc/vancouver/2496-E-27th-Ave-V5R-1M8/home/154621567
7174,7174,3210 E 23rd Ave,V5R 1B7,"$2,339,000",7 beds,5 baths,"2,813 ",https://www.redfin.com/bc/vancouver/3210-E-23rd-Ave-V5R-1B7/home/154586814
7175,7175,3168 E 16th Ave,V5M 2M6,"$1,950,000",3 beds,2 baths,"2,126 ",https://www.redfin.com/bc/vancouver/3168-E-16th-Ave-V5M-2M6/home/155293981
7176,7176,4711 Gothard St,V5R 3L1,"$1,598,000",8 beds,3 baths,"2,268 ",https://www.redfin.com/bc/vancouver/4711-Gothard-St-V5R-3L1/home/154805284
7177,7177,2763 Duke St,V5R 4S8,"$1,619,000",4 beds,3.5 baths,"2,032 ",https://www.redfin.com/bc/vancouver/2763-Duke-St-V5R-4S8/home/168604554
7178,7178,3438 Vanness Ave #1601,V5R 6E7,"$519,900",1 bed,1 bath,515 ,https://www.redfin.com/bc/vancouver/3438-Vanness-Ave-V5R-6E7/unit-1601/home/154521025
7179,7179,2586 E 23 Ave,V5R 1A4,"$2,200,000",3 beds,1 bath,"1,988 ",https://www.redfin.com/bc/vancouver/2586-E-23rd-Ave-V5R-1A4/home/154643284
7180,7180,3440 E 25 Ave,V5R 1K1,"$2,388,888",6 beds,4 baths,"2,086 ",https://www.redfin.com/bc/vancouver/3440-E-25th-Ave-V5R-1K1/home/154566739
7181,7181,4933 Clarendon St #308,V5R 3J3,"$868,000",2 beds,2 baths,798 ,https://www.redfin.com/bc/vancouver/4933-Clarendon-St-V5R-3J3/unit-308/home/178388240
7182,7182,4933 Clarendon St #203,V5R 3J3,"$880,000",2 beds,2 baths,860 ,https://www.redfin.com/bc/vancouver/4933-Clarendon-St-V5R-3J3/unit-203/home/178387785
7183,7183,4933 Clarendon St #404,V5R 3J3,"$901,000",2 beds,2 baths,868 ,https://www.redfin.com/bc/vancouver/4933-Clarendon-St-V5R-3J3/unit-404/home/177617847
7184,7184,4805 Joyce St,V5R 4G4,"$2,350,000",4 beds,2 baths,"1,778 ",https://www.redfin.com/bc/vancouver/4805-Joyce-St-V5R-4G4/home/154572773
7185,7185,3055 E 24th Ave,V5R 1E7,"$1,849,000",4 beds,2 baths,"1,848 ",https://www.redfin.com/bc/vancouver/3055-E-24th-Ave-V5R-1E7/home/154657887
7186,7186,5058 Joyce St #307,V5R 0J9,"$648,899",1 bed,1 bath,753 ,https://www.redfin.com/bc/vancouver/5058-Joyce-St-V5R-4G6/unit-307/home/179992820
7187,7187,4933 Clarendon St #206,V5R 3J3,"$998,000",3 beds,2 baths,925 ,https://www.redfin.com/bc/vancouver/4933-Clarendon-St-V5R-3J3/unit-206/home/178452295
7188,7188,4933 Clarendon St #303,V5R 3J3,"$888,000",2 beds,2 baths,868 ,https://www.redfin.com/bc/vancouver/4933-Clarendon-St-V5R-0J6/unit-303/home/194990233
7189,7189,4933 Clarendon St #111,V5R 3J3,"$798,000",2 beds,2 baths,726 ,https://www.redfin.com/bc/vancouver/4933-Clarendon-St-V5R-3J3/unit-111/home/174695169
7190,7190,4933 Clarendon St #411,V5R 3J3,"$898,000",2 beds,2 baths,783 ,https://www.redfin.com/bc/vancouver/4933-Clarendon-St-V5R-3J3/unit-411/home/180867345
7191,7191,4987 Hoy St,V5R 4N6,"$1,548,888",7 beds,2 baths,"1,935 ",https://www.redfin.com/bc/vancouver/4987-Hoy-St-V5R-4N6/home/154582233
7192,7192,4710 Reid St,V5R 3Y8,"$1,688,800",6 beds,2 baths,"2,480 ",https://www.redfin.com/bc/vancouver/4710-Reid-St-V5R-3Y8/home/154667217
7193,7193,4990 Mcgeer St #301,V5R 6C1,"$549,999",1 bed,1 bath,667 ,https://www.redfin.com/bc/vancouver/4990-McGeer-St-V5R-6C1/unit-301/home/154752382
7194,7194,5161 Slocan St,V5R 2A6,"$1,499,000",4 beds,2 baths,"2,108 ",https://www.redfin.com/bc/vancouver/5161-Slocan-St-V5R-2A6/home/154601148
7195,7195,2995 E 17th Ave,V5M 2N4,"$1,990,000",6 beds,4 baths,"2,142 ",https://www.redfin.com/bc/vancouver/2995-E-17th-Ave-V5M-2N4/home/155406802
7196,7196,2688 Duke St #105,V5R 4S9,"$800,000",2 beds,2 baths,788 ,https://www.redfin.com/bc/vancouver/2688-Duke-St-V5R-4S9/unit-105/home/173181549
7197,7197,5189 Earles St #254,V0V 0V0,"$960,900",2 beds,2 baths,799 ,https://www.redfin.com/bc/vancouver/5189-Earles-St-V5R-5H4/unit-254/home/194956628
7198,7198,5189 Earles St #252,V0V 0V0,"$717,900",1 bed,1 bath,543 ,https://www.redfin.com/bc/vancouver/5189-Earles-St-V5R-5H4/unit-252/home/179837947
7199,7199,3438 Vanness Ave #808,V5R 6E7,"$528,000",1 bed,1 bath,548 ,https://www.redfin.com/bc/vancouver/3438-Vanness-Ave-V5R-6E7/unit-808/home/154537869
7200,7200,3438 Vanness Ave #502,V5R 6E7,"$534,900",1 bed,1 bath,574 ,https://www.redfin.com/bc/vancouver/3438-Vanness-Ave-V5R-6E7/unit-502/home/154537918
7201,7201,3644 E 28th Ave #1,V5R 1T7,"$1,499,000",4 beds,3.5 baths,"1,512 ",https://www.redfin.com/bc/vancouver/3644-E-28th-Ave-V5R-1T7/unit-1/home/193151251
7202,7202,4535 Rupert St,V5R 2J4,"$1,888,000",4 beds,3 baths,"2,444 ",https://www.redfin.com/bc/vancouver/4535-Rupert-St-V5R-2J4/home/154672710
7203,7203,3133 E 19th Ave #1,V5M 2T2,"$1,420,000",3 beds,2.5 baths,"1,123 ",https://www.redfin.com/bc/vancouver/3133-E-19th-Ave-V5M-2T2/unit-1/home/190014806
7204,7204,5058 Joyce St #501,V5R 0J9,"$978,000",3 beds,2 baths,966 ,https://www.redfin.com/bc/vancouver/5058-Joyce-St-V5R-4G6/unit-501/home/175635202
7205,7205,3133 E 19th Ave #2,V5M 2T2,"$1,438,000",3 beds,2.5 baths,"1,147 ",https://www.redfin.com/bc/vancouver/3133-E-19th-Ave-V5M-2T2/unit-2/home/190013045
7206,7206,5187 Ruby St,V5R 4K4,"$3,276,600",3 beds,2 baths,"2,555 ",https://www.redfin.com/bc/vancouver/5187-Ruby-St-V5R-4K4/home/154781083
7207,7207,4590 Earles St #202,V5R 6A2,"$1,199,800",2 beds,2 baths,"1,397 ",https://www.redfin.com/bc/vancouver/4590-Earles-St-V5R-6A2/unit-202/home/154740845
7208,7208,3468 Mons Dr,V5M 3E6,"$1,649,000",4 beds,3.5 baths,"1,570 ",https://www.redfin.com/bc/vancouver/3468-Mons-Dr-V5M-3B5/home/193835574
7209,7209,5189 Ruby St,V5R 4K4,"$3,281,054",3 beds,2 baths,"1,430 ",https://www.redfin.com/bc/vancouver/5189-Ruby-St-V5R-4K4/home/154805305
7210,7210,2435 Kingsway #302,V5R 5G8,"$649,900",2 beds,1 bath,624 ,https://www.redfin.com/bc/vancouver/2435-Kingsway-V5R-0K5/unit-302/home/181539075
7211,7211,5153 Ruby St,V5R 4K4,"$3,962,400",3 beds,2.5 baths,"2,080 ",https://www.redfin.com/bc/vancouver/5153-Ruby-St-V5R-4K4/home/154644330
7212,7212,5183 Ruby St,V5R 4K4,"$2,856,600",7 beds,4.5 baths,"3,276 ",https://www.redfin.com/bc/vancouver/5183-Ruby-St-V5R-4K4/home/154593375
7213,7213,2689 Kingsway Ph 2,V5R 0C3,"$1,449,900",3 beds,2.5 baths,"1,550 ",https://www.redfin.com/bc/vancouver/2689-Kingsway-V5R-0C3/unit-2/home/168605087
7214,7214,3168 E 15th Ave,V5M 2L2,"$1,888,800",4 beds,2 baths,"2,834 ",https://www.redfin.com/bc/vancouver/3168-E-15th-Ave-V5M-2L2/home/155429014
7215,7215,3980 Penticton St,V5R 1X8,"$2,199,000",4 beds,2.5 baths,"2,622 ",https://www.redfin.com/bc/vancouver/3980-Penticton-St-V5R-1X8/home/154800791
7216,7216,3360 Price St,V5R 5P9,"$2,880,000",7 beds,4.5 baths,"3,017 ",https://www.redfin.com/bc/vancouver/3360-Price-St-V5R-5P9/home/154681991
7217,7217,3661 E 27th Ave,V5R 1R3,"$2,090,000",6 beds,4 baths,"2,168 ",https://www.redfin.com/bc/vancouver/3661-E-27th-Ave-V5R-1R3/home/154759301
7218,7218,3264 Vanness Ave #403,V5R 4V3,"$1,059,900",3 beds,2 baths,987 ,https://www.redfin.com/bc/vancouver/3264-Vanness-Ave-V5R-4V3/unit-403/home/177918895
7219,7219,3264 Vanness Ave #405,V5R 4V3,"$624,900",1 bed,1 bath,509 ,https://www.redfin.com/bc/vancouver/3264-Vanness-Ave-V5R-4V3/unit-405/home/192920586
7220,7220,4895 Moss St #2,V5R 3T3,"$1,700,000",3 beds,3.5 baths,"1,552 ",https://www.redfin.com/bc/vancouver/4895-Moss-St-V5R-3T3/unit-2/home/194883608
7221,7221,4563 Earles St,V5R 3R1,"$1,888,888",3 beds,1.5 baths,"1,748 ",https://www.redfin.com/bc/vancouver/4563-Earles-St-V5R-3R1/home/154770093
7222,7222,3132 E 20th Ave,V5M 2V5,"$1,548,000",4 beds,3.5 baths,"1,419 ",https://www.redfin.com/bc/vancouver/3132-E-20th-Ave-V5M-2V5/home/190366779
7223,7223,2768 E 25th Ave,V5R 1H7,"$2,799,000",7 beds,5.5 baths,"3,191 ",https://www.redfin.com/bc/vancouver/2768-E-25th-Ave-V5R-1H7/home/154831720
7224,7224,2636 Ward St,V5R 4S6,"$998,000",2 beds,1.5 baths,768 ,https://www.redfin.com/bc/vancouver/2636-Ward-St-V5R-4S6/home/190187332
7225,7225,2634 Ward St,V5R 4S6,"$1,115,000",3 beds,2.5 baths,971 ,https://www.redfin.com/bc/vancouver/2634-Ward-St-V5R-4S6/home/190187330
7226,7226,2632 Ward St,V5R 4S6,"$1,190,000",3 beds,2.5 baths,"1,032 ",https://www.redfin.com/bc/vancouver/2632-Ward-St-V5R-4S6/home/154588544
7227,7227,2689 Kingsway #512,V5R 0C3,"$539,000",1 bed,1 bath,539 ,https://www.redfin.com/bc/vancouver/2689-Kingsway-V5R-0C3/unit-512/home/154718683
7228,7228,2435 Kingsway #601,V5R 5G8,"$899,900",2 beds,2 baths,822 ,https://www.redfin.com/bc/vancouver/2435-Kingsway-V5R-0K5/unit-601/home/181539081
7229,7229,2448 E 29th Ave,V5R 1T9,"$1,750,000",3 beds,1 bath,"1,180 ",https://www.redfin.com/bc/vancouver/2448-E-29th-Ave-V5R-1T9/home/154649195
7230,7230,3184 E 23rd Ave,V5R 1B5,"$1,599,999",3 beds,3.5 baths,"1,461 ",https://www.redfin.com/bc/vancouver/3184-E-23rd-Ave-V5R-1B5/home/154803502
7231,7231,4904 Rupert St,V5R 2J8,"$1,878,000",7 beds,2 baths,"2,212 ",https://www.redfin.com/bc/vancouver/4904-Rupert-St-V5R-2J8/home/154652278
7232,7232,3559 Haida Dr #2,V5M 3Y9,"$1,788,000",4 beds,3.5 baths,"1,843 ",https://www.redfin.com/bc/vancouver/3559-Haida-Dr-V5M-3Y9/unit-2/home/194381770
7233,7233,3559 Haida Dr #1,V5M 3Y9,"$1,748,000",4 beds,3.5 baths,"1,843 ",https://www.redfin.com/bc/vancouver/3559-Haida-Dr-V5M-3Y9/unit-1/home/194381761
7234,7234,3506 Haida Dr,V5M 3Z4,"$2,588,000",5 beds,3.5 baths,"3,028 ",https://www.redfin.com/bc/vancouver/3506-Haida-Dr-V5M-3Z4/home/155362309
7235,7235,5058 Joyce St #1401,V5R 0J9,"$1,100,000",3 beds,2 baths,956 ,https://www.redfin.com/bc/vancouver/5058-Joyce-St-V5R-4G6/unit-1401/home/175656378
