,address,zip_code,price,bed,bath,sqr_footage,property_link
2222,620 Cardero St #2603,V6G 3H7,"$3,350,000",2 beds,2 baths,"1,662 ",https://www.redfin.com/bc/vancouver/620-Cardero-St-V6G-3H7/unit-2603/home/173647559
2223,1720 Barclay St #704,V6G 1K4,"$355,000",1 bed,1 bath,550 ,https://www.redfin.com/bc/vancouver/1720-Barclay-St-V6G-1K4/unit-704/home/155385965
2224,590 Nicola St #1102,V6G 3J8,"$2,999,000",2 beds,2 baths,"1,440 ",https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-1102/home/155193058
2225,1367 Alberni St #909,V6E 4R9,"$515,000",0 beds,1 bath,396 ,https://www.redfin.com/bc/vancouver/1367-Alberni-St-V6E-4R9/unit-909/home/155175286
2226,1367 Alberni St #2108,V6E 4R9,"$868,888",2 beds,2 baths,750 ,https://www.redfin.com/bc/vancouver/1367-Alberni-St-V6E-4R9/unit-2108/home/155175248
2227,620 Cardero St #2105,V6G 0C7,"$1,198,800",2 beds,1 bath,725 ,https://www.redfin.com/bc/vancouver/620-Cardero-St-V6G-3H7/unit-2105/home/181557421
2228,738 Broughton St #203,V6G 3A7,"$1,130,000",2 beds,2 baths,"1,374 ",https://www.redfin.com/bc/vancouver/738-Broughton-St-V6G-3A7/unit-203/home/155576827
2229,1288 W Georgia St #2806,V6E 4R3,"$1,328,000",2 beds,2 baths,"1,021 ",https://www.redfin.com/bc/vancouver/1288-W-Georgia-St-V6E-4R3/unit-2806/home/155364765
2230,1331 Alberni St #2209,V6E 4S1,"$499,000",0 beds,1 bath,402 ,https://www.redfin.com/bc/vancouver/1331-Alberni-St-V6E-4S1/unit-2209/home/155342968
2231,555 Jervis St #1404,V6E 4N1,"$733,333",1 bed,1 bath,588 ,https://www.redfin.com/bc/vancouver/555-Jervis-St-V6E-4N1/unit-1404/home/155312901
2232,1649 Comox St #304,V6G 1P4,"$599,900",1 bed,1 bath,625 ,https://www.redfin.com/bc/vancouver/1649-Comox-St-V6G-1P4/unit-304/home/155299450
2233,1239 W Georgia St #3402,V6E 4R8,"$3,475,000",4 beds,4 baths,"2,412 ",https://www.redfin.com/bc/vancouver/1239-W-Georgia-St-V6E-4R8/unit-3402/home/155432409
2234,1328 W Pender St #604,V6E 4T1,"$649,000",1 bed,1 bath,558 ,https://www.redfin.com/bc/vancouver/1328-W-Pender-St-V6E-4S9/unit-604/home/155209983
2235,1970 Haro St #102,V6G 1H6,"$1,349,000",2 beds,2 baths,"1,229 ",https://www.redfin.com/bc/vancouver/1970-Haro-St-V6G-1H6/unit-102/home/155546079
2236,1151 W Georgia St #4106,V6E 0B3,"$2,988,000",2 beds,2.5 baths,"1,556 ",https://www.redfin.com/bc/vancouver/1151-W-Georgia-St-V6E-4E6/unit-4106/home/168611263
2237,1777 Bayshore Dr #202,V6G 3H2,"$2,988,000",2 beds,2.5 baths,"2,037 ",https://www.redfin.com/bc/vancouver/1777-Bayshore-Dr-V6G-3H3/unit-202/home/155494713
2238,620 Cardero St #2106,V6G 0C7,"$699,000",1 bed,1 bath,453 ,https://www.redfin.com/bc/vancouver/620-Cardero-St-V6G-3H7/unit-2106/home/179804839
2239,710 Chilco St #104,V6G 2S1,"$1,149,000",2 beds,2 baths,"1,147 ",https://www.redfin.com/bc/vancouver/710-Chilco-St-V6G/unit-104/home/155337341
2240,1723 Alberni St #1701,V6G 3G9,"$775,000",1 bed,1 bath,586 ,https://www.redfin.com/bc/vancouver/1723-Alberni-St-V6G-3G9/unit-1701/home/155380997
2241,1367 Alberni St #2206,V6E 4R9,"$1,239,900",3 beds,2 baths,"1,198 ",https://www.redfin.com/bc/vancouver/1367-Alberni-St-V6E-4R9/unit-2206/home/155411254
2242,1367 Alberni St #308,V6E 4R9,"$718,000",1 bed,1 bath,631 ,https://www.redfin.com/bc/vancouver/1367-Alberni-St-V6E-4R9/unit-308/home/155175481
2243,1239 W Georgia St #2402,V6E 4R8,"$998,000",2 beds,2 baths,820 ,https://www.redfin.com/bc/vancouver/1239-W-Georgia-St-V6E-4R8/unit-2402/home/155235056
2244,1277 Melville St #1102,V6E 0A4,"$1,519,000",2 beds,2 baths,"1,265 ",https://www.redfin.com/bc/vancouver/1277-Melville-St-V6E-0A4/unit-1102/home/155085254
2245,588 Broughton St #508,V6G 3E3,"$599,000",1 bed,1 bath,528 ,https://www.redfin.com/bc/vancouver/588-Broughton-St-V6G-3E3/unit-508/home/155583686
2246,1616 Bayshore Dr #1904,V6G 3L1,"$1,890,000",2 beds,2 baths,"1,257 ",https://www.redfin.com/bc/vancouver/1616-Bayshore-Dr-V6G-3L3/unit-1904/home/155174584
2247,1465 W Hastings St,V6G 3J9,"$2,499,000",2 beds,2.5 baths,"1,403 ",https://www.redfin.com/bc/vancouver/1465-W-Hastings-St-V6G-3J9/home/155578934
2248,1680 Bayshore Dr #2001,V6G 3H6,"$1,785,000",2 beds,2 baths,"1,423 ",https://www.redfin.com/bc/vancouver/1680-Bayshore-Dr-V6G-3H6/unit-2001/home/155564473
2249,1680 Bayshore Dr #1803,V6G 3H6,"$2,152,500",2 beds,2.5 baths,"1,548 ",https://www.redfin.com/bc/vancouver/1680-Bayshore-Dr-V6G-3H6/unit-1803/home/155564187
2250,1367 Alberni St #1106,V6E 4R9,"$868,000",2 beds,2 baths,750 ,https://www.redfin.com/bc/vancouver/1367-Alberni-St-V6E-4R9/unit-1106/home/155316685
2251,1277 Melville St #1702,V6E 0A4,"$1,580,000",2 beds,2 baths,"1,265 ",https://www.redfin.com/bc/vancouver/1277-Melville-St-V6E-0A4/unit-1702/home/155076812
2252,1331 Alberni St #1706,V6E 4S1,"$729,900",1 bed,1 bath,592 ,https://www.redfin.com/bc/vancouver/1331-Alberni-St-V6E-4S1/unit-1706/home/155441086
2253,1720 Barclay St #207,V6G 1K4,"$365,000",1 bed,1 bath,602 ,https://www.redfin.com/bc/vancouver/1720-Barclay-St-V6G-1K4/unit-207/home/155385548
2254,1482 Robson St #2002,V6G 0E4,"$1,634,000",2 beds,2 baths,878 ,https://www.redfin.com/bc/vancouver/1482-Robson-St-V6G-0E4/unit-2002/home/195088735
2255,738 Broughton St #1201,V6G 3A7,"$2,148,888",3 beds,2.5 baths,"2,830 ",https://www.redfin.com/bc/vancouver/738-Broughton-St-V6G-3A7/unit-1201/home/155454947
2256,738 Broughton St #1904,V6G 3A7,"$2,198,000",3 beds,3 baths,"2,598 ",https://www.redfin.com/bc/vancouver/738-Broughton-St-V6G-3A7/unit-1904/home/155389654
2257,1333 W Georgia St #1202,V6E 4V3,"$999,800",2 beds,2 baths,943 ,https://www.redfin.com/bc/vancouver/1333-W-Georgia-St-V6E-4V3/unit-1202/home/155328384
2258,1288 W Georgia St #1704,V6E 4R3,"$949,999",2 beds,2 baths,823 ,https://www.redfin.com/bc/vancouver/1288-W-Georgia-St-V6E-4R3/unit-1704/home/155083909
2259,7775 Adera St,V6P 5C9,"$3,100,000",2 beds,1.5 baths,990 ,https://www.redfin.com/bc/vancouver/7775-Adera-St-V6P-5C9/home/168583501
2260,"222 W 4th St #104, Nort",V7M 1H7,"$1,449,000",3 beds,2.5 baths,"1,618 ",https://www.redfin.com/bc/north-vancouver/222-W-4th-St-V7M-1H7/unit-104/home/157572293
2261,683 W 18th Ave,V5Z 1V9,"$2,399,900",4 beds,3.5 baths,"1,618 ",https://www.redfin.com/bc/vancouver/683-W-18th-Ave-V5Z-1V9/home/156594473
2262,1317 E 18th Ave,V5V 1H5,"$1,599,000",3 beds,2.5 baths,"1,259 ",https://www.redfin.com/bc/vancouver/1317-E-18th-Ave-V5V-1H5/home/155587781
2263,2028 W 11th Ave #402,V6J 2C9,"$649,000",1 bed,1 bath,590 ,https://www.redfin.com/bc/vancouver/2028-W-11th-Ave-V6J-2C9/unit-402/home/155298347
2264,2935 East 29th Ave,V5R 1V8,"$4,000,000",3 beds,2 baths,"1,887 ",https://www.redfin.com/bc/vancouver/2935-E-29th-Ave-V5R-1V8/home/154831920
2265,2961 East 29th Ave,V5R 1V8,"$4,000,000",7 beds,3.5 baths,"2,240 ",https://www.redfin.com/bc/vancouver/2961-E-29th-Ave-V5R-1V8/home/154655401
2266,5198 Sussex A,V5G 3K3,"$2,388,000",6 beds,5.5 baths,"4,381 ",https://www.redfin.com/bc/burnaby/5198-Sussex-Ave-V5G-3K3/home/155290540
2267,1915 E 7th Ave,V5N 1S3,"$1,589,000",3 beds,2 baths,"1,457 ",https://www.redfin.com/bc/vancouver/1915-E-7th-Ave-V5N-1S3/home/155511514
2268,4654 Burke ,V5H 1C3,"$2,170,000",5 beds,2 baths,"2,837 ",https://www.redfin.com/bc/burnaby/4654-Burke-St-V5H-1C3/home/156663988
2269,8699 Hazelbridge Way #90,V6X 0T4,"$750,000",1 bed,1 bath,692 ,https://www.redfin.com/bc/richmond/8699-Hazelbridge-Way-V6X-0T4/unit-904/home/177345550
2270,3113 E Kent Avenue North,V5S 4Y1,"$1,559,000",4 beds,3.5 baths,"2,055 ",https://www.redfin.com/bc/vancouver/3113-E-Kent-Ave-N-V5S/home/156951840
2271,1618 Quebec St #2002,V6A 0C5,"$1,338,000",2 beds,2 baths,"1,007 ",https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-2002/home/154992209
2272,181 W 1st Ave #510,V5Y 0E3,"$1,188,000",2 beds,2 baths,"1,016 ",https://www.redfin.com/bc/vancouver/181-W-1st-Ave-V5Y-0E3/unit-510/home/155463709
2273,"2090 Argyle Ave #602, Wes",V7V 4R4,"$3,199,000",2 beds,2 baths,"1,526 ",https://www.redfin.com/bc/west-vancouver/2090-Argyle-Ave-V7V-4R4/unit-602/home/155960544
2274,"341 W 24th St, Nort",V7M 2C7,"$1,998,000",4 beds,2 baths,"1,977 ",https://www.redfin.com/bc/north-vancouver/341-W-24th-St-V7M-2C7/home/157501730
2275,293 Smithe St #104,V6B 5W4,"$1,549,000",2 beds,2.5 baths,"1,570 ",https://www.redfin.com/bc/vancouver/293-Smithe-St-V6B-4X7/unit-104/home/171089249
2276,1017 Mclean Dr,V5L 3N2,"$1,449,900",0 beds,1 bath,"1,700 ",https://www.redfin.com/bc/vancouver/1017-McLean-Dr-V5L-3N2/home/156947919
2277,2638 Ward St,V5R 4S6,"$1,449,900",4 beds,— baths,"1,395 ",https://www.redfin.com/bc/vancouver/2638-Ward-St-V5R-4S6/home/168604456
2278,1033 Nelson St #1901,V6E 0E5,"$1,060,000",1 bed,1 bath,523 ,https://www.redfin.com/bc/vancouver/1033-Nelson-St-V6E-0E4/unit-1901/home/195281422
2279,7775 Adera St,V6P 5C9,"$3,100,000",2 beds,1.5 baths,990 ,https://www.redfin.com/bc/vancouver/7775-Adera-St-V6P-5C9/home/168583501
2280,"222 W 4th St #104, Nort",V7M 1H7,"$1,449,000",3 beds,2.5 baths,"1,618 ",https://www.redfin.com/bc/north-vancouver/222-W-4th-St-V7M-1H7/unit-104/home/157572293
2281,683 W 18th Ave,V5Z 1V9,"$2,399,900",4 beds,3.5 baths,"1,618 ",https://www.redfin.com/bc/vancouver/683-W-18th-Ave-V5Z-1V9/home/156594473
2282,1317 E 18th Ave,V5V 1H5,"$1,599,000",3 beds,2.5 baths,"1,259 ",https://www.redfin.com/bc/vancouver/1317-E-18th-Ave-V5V-1H5/home/155587781
2283,2028 W 11th Ave #402,V6J 2C9,"$649,000",1 bed,1 bath,590 ,https://www.redfin.com/bc/vancouver/2028-W-11th-Ave-V6J-2C9/unit-402/home/155298347
2284,2935 East 29th Ave,V5R 1V8,"$4,000,000",3 beds,2 baths,"1,887 ",https://www.redfin.com/bc/vancouver/2935-E-29th-Ave-V5R-1V8/home/154831920
2285,2961 East 29th Ave,V5R 1V8,"$4,000,000",7 beds,3.5 baths,"2,240 ",https://www.redfin.com/bc/vancouver/2961-E-29th-Ave-V5R-1V8/home/154655401
2286,5198 Sussex A,V5G 3K3,"$2,388,000",6 beds,5.5 baths,"4,381 ",https://www.redfin.com/bc/burnaby/5198-Sussex-Ave-V5G-3K3/home/155290540
2287,1915 E 7th Ave,V5N 1S3,"$1,589,000",3 beds,2 baths,"1,457 ",https://www.redfin.com/bc/vancouver/1915-E-7th-Ave-V5N-1S3/home/155511514
2288,4654 Burke ,V5H 1C3,"$2,170,000",5 beds,2 baths,"2,837 ",https://www.redfin.com/bc/burnaby/4654-Burke-St-V5H-1C3/home/156663988
2289,8699 Hazelbridge Way #90,V6X 0T4,"$750,000",1 bed,1 bath,692 ,https://www.redfin.com/bc/richmond/8699-Hazelbridge-Way-V6X-0T4/unit-904/home/177345550
2290,3113 E Kent Avenue North,V5S 4Y1,"$1,559,000",4 beds,3.5 baths,"2,055 ",https://www.redfin.com/bc/vancouver/3113-E-Kent-Ave-N-V5S/home/156951840
2291,1618 Quebec St #2002,V6A 0C5,"$1,338,000",2 beds,2 baths,"1,007 ",https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-2002/home/154992209
2292,181 W 1st Ave #510,V5Y 0E3,"$1,188,000",2 beds,2 baths,"1,016 ",https://www.redfin.com/bc/vancouver/181-W-1st-Ave-V5Y-0E3/unit-510/home/155463709
2293,"2090 Argyle Ave #602, Wes",V7V 4R4,"$3,199,000",2 beds,2 baths,"1,526 ",https://www.redfin.com/bc/west-vancouver/2090-Argyle-Ave-V7V-4R4/unit-602/home/155960544
2294,"341 W 24th St, Nort",V7M 2C7,"$1,998,000",4 beds,2 baths,"1,977 ",https://www.redfin.com/bc/north-vancouver/341-W-24th-St-V7M-2C7/home/157501730
2295,293 Smithe St #104,V6B 5W4,"$1,549,000",2 beds,2.5 baths,"1,570 ",https://www.redfin.com/bc/vancouver/293-Smithe-St-V6B-4X7/unit-104/home/171089249
2296,1017 Mclean Dr,V5L 3N2,"$1,449,900",0 beds,1 bath,"1,700 ",https://www.redfin.com/bc/vancouver/1017-McLean-Dr-V5L-3N2/home/156947919
2297,2638 Ward St,V5R 4S6,"$1,449,900",4 beds,— baths,"1,395 ",https://www.redfin.com/bc/vancouver/2638-Ward-St-V5R-4S6/home/168604456
2298,1033 Nelson St #1901,V6E 0E5,"$1,060,000",1 bed,1 bath,523 ,https://www.redfin.com/bc/vancouver/1033-Nelson-St-V6E-0E4/unit-1901/home/195281422
2299,7775 Adera St,V6P 5C9,"$3,100,000",2 beds,1.5 baths,990 ,https://www.redfin.com/bc/vancouver/7775-Adera-St-V6P-5C9/home/168583501
2300,"222 W 4th St #104, Nort",V7M 1H7,"$1,449,000",3 beds,2.5 baths,"1,618 ",https://www.redfin.com/bc/north-vancouver/222-W-4th-St-V7M-1H7/unit-104/home/157572293
2301,683 W 18th Ave,V5Z 1V9,"$2,399,900",4 beds,3.5 baths,"1,618 ",https://www.redfin.com/bc/vancouver/683-W-18th-Ave-V5Z-1V9/home/156594473
2302,1317 E 18th Ave,V5V 1H5,"$1,599,000",3 beds,2.5 baths,"1,259 ",https://www.redfin.com/bc/vancouver/1317-E-18th-Ave-V5V-1H5/home/155587781
2303,2028 W 11th Ave #402,V6J 2C9,"$649,000",1 bed,1 bath,590 ,https://www.redfin.com/bc/vancouver/2028-W-11th-Ave-V6J-2C9/unit-402/home/155298347
2304,2935 East 29th Ave,V5R 1V8,"$4,000,000",3 beds,2 baths,"1,887 ",https://www.redfin.com/bc/vancouver/2935-E-29th-Ave-V5R-1V8/home/154831920
2305,2961 East 29th Ave,V5R 1V8,"$4,000,000",7 beds,3.5 baths,"2,240 ",https://www.redfin.com/bc/vancouver/2961-E-29th-Ave-V5R-1V8/home/154655401
2306,5198 Sussex A,V5G 3K3,"$2,388,000",6 beds,5.5 baths,"4,381 ",https://www.redfin.com/bc/burnaby/5198-Sussex-Ave-V5G-3K3/home/155290540
2307,1915 E 7th Ave,V5N 1S3,"$1,589,000",3 beds,2 baths,"1,457 ",https://www.redfin.com/bc/vancouver/1915-E-7th-Ave-V5N-1S3/home/155511514
2308,4654 Burke ,V5H 1C3,"$2,170,000",5 beds,2 baths,"2,837 ",https://www.redfin.com/bc/burnaby/4654-Burke-St-V5H-1C3/home/156663988
2309,8699 Hazelbridge Way #90,V6X 0T4,"$750,000",1 bed,1 bath,692 ,https://www.redfin.com/bc/richmond/8699-Hazelbridge-Way-V6X-0T4/unit-904/home/177345550
2310,3113 E Kent Avenue North,V5S 4Y1,"$1,559,000",4 beds,3.5 baths,"2,055 ",https://www.redfin.com/bc/vancouver/3113-E-Kent-Ave-N-V5S/home/156951840
2311,1618 Quebec St #2002,V6A 0C5,"$1,338,000",2 beds,2 baths,"1,007 ",https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-2002/home/154992209
2312,181 W 1st Ave #510,V5Y 0E3,"$1,188,000",2 beds,2 baths,"1,016 ",https://www.redfin.com/bc/vancouver/181-W-1st-Ave-V5Y-0E3/unit-510/home/155463709
2313,"2090 Argyle Ave #602, Wes",V7V 4R4,"$3,199,000",2 beds,2 baths,"1,526 ",https://www.redfin.com/bc/west-vancouver/2090-Argyle-Ave-V7V-4R4/unit-602/home/155960544
2314,"341 W 24th St, Nort",V7M 2C7,"$1,998,000",4 beds,2 baths,"1,977 ",https://www.redfin.com/bc/north-vancouver/341-W-24th-St-V7M-2C7/home/157501730
2315,293 Smithe St #104,V6B 5W4,"$1,549,000",2 beds,2.5 baths,"1,570 ",https://www.redfin.com/bc/vancouver/293-Smithe-St-V6B-4X7/unit-104/home/171089249
2316,1017 Mclean Dr,V5L 3N2,"$1,449,900",0 beds,1 bath,"1,700 ",https://www.redfin.com/bc/vancouver/1017-McLean-Dr-V5L-3N2/home/156947919
2317,2638 Ward St,V5R 4S6,"$1,449,900",4 beds,— baths,"1,395 ",https://www.redfin.com/bc/vancouver/2638-Ward-St-V5R-4S6/home/168604456
2318,1033 Nelson St #1901,V6E 0E5,"$1,060,000",1 bed,1 bath,523 ,https://www.redfin.com/bc/vancouver/1033-Nelson-St-V6E-0E4/unit-1901/home/195281422
2319,7775 Adera St,V6P 5C9,"$3,100,000",2 beds,1.5 baths,990 ,https://www.redfin.com/bc/vancouver/7775-Adera-St-V6P-5C9/home/168583501
2320,"222 W 4th St #104, Nort",V7M 1H7,"$1,449,000",3 beds,2.5 baths,"1,618 ",https://www.redfin.com/bc/north-vancouver/222-W-4th-St-V7M-1H7/unit-104/home/157572293
2321,683 W 18th Ave,V5Z 1V9,"$2,399,900",4 beds,3.5 baths,"1,618 ",https://www.redfin.com/bc/vancouver/683-W-18th-Ave-V5Z-1V9/home/156594473
2322,1317 E 18th Ave,V5V 1H5,"$1,599,000",3 beds,2.5 baths,"1,259 ",https://www.redfin.com/bc/vancouver/1317-E-18th-Ave-V5V-1H5/home/155587781
2323,2028 W 11th Ave #402,V6J 2C9,"$649,000",1 bed,1 bath,590 ,https://www.redfin.com/bc/vancouver/2028-W-11th-Ave-V6J-2C9/unit-402/home/155298347
2324,2935 East 29th Ave,V5R 1V8,"$4,000,000",3 beds,2 baths,"1,887 ",https://www.redfin.com/bc/vancouver/2935-E-29th-Ave-V5R-1V8/home/154831920
2325,2961 East 29th Ave,V5R 1V8,"$4,000,000",7 beds,3.5 baths,"2,240 ",https://www.redfin.com/bc/vancouver/2961-E-29th-Ave-V5R-1V8/home/154655401
2326,5198 Sussex A,V5G 3K3,"$2,388,000",6 beds,5.5 baths,"4,381 ",https://www.redfin.com/bc/burnaby/5198-Sussex-Ave-V5G-3K3/home/155290540
2327,1915 E 7th Ave,V5N 1S3,"$1,589,000",3 beds,2 baths,"1,457 ",https://www.redfin.com/bc/vancouver/1915-E-7th-Ave-V5N-1S3/home/155511514
2328,4654 Burke ,V5H 1C3,"$2,170,000",5 beds,2 baths,"2,837 ",https://www.redfin.com/bc/burnaby/4654-Burke-St-V5H-1C3/home/156663988
2329,8699 Hazelbridge Way #90,V6X 0T4,"$750,000",1 bed,1 bath,692 ,https://www.redfin.com/bc/richmond/8699-Hazelbridge-Way-V6X-0T4/unit-904/home/177345550
2330,3113 E Kent Avenue North,V5S 4Y1,"$1,559,000",4 beds,3.5 baths,"2,055 ",https://www.redfin.com/bc/vancouver/3113-E-Kent-Ave-N-V5S/home/156951840
2331,1618 Quebec St #2002,V6A 0C5,"$1,338,000",2 beds,2 baths,"1,007 ",https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-2002/home/154992209
2332,181 W 1st Ave #510,V5Y 0E3,"$1,188,000",2 beds,2 baths,"1,016 ",https://www.redfin.com/bc/vancouver/181-W-1st-Ave-V5Y-0E3/unit-510/home/155463709
2333,"2090 Argyle Ave #602, Wes",V7V 4R4,"$3,199,000",2 beds,2 baths,"1,526 ",https://www.redfin.com/bc/west-vancouver/2090-Argyle-Ave-V7V-4R4/unit-602/home/155960544
2334,"341 W 24th St, Nort",V7M 2C7,"$1,998,000",4 beds,2 baths,"1,977 ",https://www.redfin.com/bc/north-vancouver/341-W-24th-St-V7M-2C7/home/157501730
2335,293 Smithe St #104,V6B 5W4,"$1,549,000",2 beds,2.5 baths,"1,570 ",https://www.redfin.com/bc/vancouver/293-Smithe-St-V6B-4X7/unit-104/home/171089249
2336,1017 Mclean Dr,V5L 3N2,"$1,449,900",0 beds,1 bath,"1,700 ",https://www.redfin.com/bc/vancouver/1017-McLean-Dr-V5L-3N2/home/156947919
2337,2638 Ward St,V5R 4S6,"$1,449,900",4 beds,— baths,"1,395 ",https://www.redfin.com/bc/vancouver/2638-Ward-St-V5R-4S6/home/168604456
2338,1033 Nelson St #1901,V6E 0E5,"$1,060,000",1 bed,1 bath,523 ,https://www.redfin.com/bc/vancouver/1033-Nelson-St-V6E-0E4/unit-1901/home/195281422
2339,7775 Adera St,V6P 5C9,"$3,100,000",2 beds,1.5 baths,990 ,https://www.redfin.com/bc/vancouver/7775-Adera-St-V6P-5C9/home/168583501
2340,"222 W 4th St #104, Nort",V7M 1H7,"$1,449,000",3 beds,2.5 baths,"1,618 ",https://www.redfin.com/bc/north-vancouver/222-W-4th-St-V7M-1H7/unit-104/home/157572293
2341,683 W 18th Ave,V5Z 1V9,"$2,399,900",4 beds,3.5 baths,"1,618 ",https://www.redfin.com/bc/vancouver/683-W-18th-Ave-V5Z-1V9/home/156594473
2342,1317 E 18th Ave,V5V 1H5,"$1,599,000",3 beds,2.5 baths,"1,259 ",https://www.redfin.com/bc/vancouver/1317-E-18th-Ave-V5V-1H5/home/155587781
2343,2028 W 11th Ave #402,V6J 2C9,"$649,000",1 bed,1 bath,590 ,https://www.redfin.com/bc/vancouver/2028-W-11th-Ave-V6J-2C9/unit-402/home/155298347
2344,2935 East 29th Ave,V5R 1V8,"$4,000,000",3 beds,2 baths,"1,887 ",https://www.redfin.com/bc/vancouver/2935-E-29th-Ave-V5R-1V8/home/154831920
2345,2961 East 29th Ave,V5R 1V8,"$4,000,000",7 beds,3.5 baths,"2,240 ",https://www.redfin.com/bc/vancouver/2961-E-29th-Ave-V5R-1V8/home/154655401
2346,5198 Sussex A,V5G 3K3,"$2,388,000",6 beds,5.5 baths,"4,381 ",https://www.redfin.com/bc/burnaby/5198-Sussex-Ave-V5G-3K3/home/155290540
2347,1915 E 7th Ave,V5N 1S3,"$1,589,000",3 beds,2 baths,"1,457 ",https://www.redfin.com/bc/vancouver/1915-E-7th-Ave-V5N-1S3/home/155511514
2348,4654 Burke ,V5H 1C3,"$2,170,000",5 beds,2 baths,"2,837 ",https://www.redfin.com/bc/burnaby/4654-Burke-St-V5H-1C3/home/156663988
2349,8699 Hazelbridge Way #90,V6X 0T4,"$750,000",1 bed,1 bath,692 ,https://www.redfin.com/bc/richmond/8699-Hazelbridge-Way-V6X-0T4/unit-904/home/177345550
2350,3113 E Kent Avenue North,V5S 4Y1,"$1,559,000",4 beds,3.5 baths,"2,055 ",https://www.redfin.com/bc/vancouver/3113-E-Kent-Ave-N-V5S/home/156951840
2351,1618 Quebec St #2002,V6A 0C5,"$1,338,000",2 beds,2 baths,"1,007 ",https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-2002/home/154992209
2352,181 W 1st Ave #510,V5Y 0E3,"$1,188,000",2 beds,2 baths,"1,016 ",https://www.redfin.com/bc/vancouver/181-W-1st-Ave-V5Y-0E3/unit-510/home/155463709
2353,"2090 Argyle Ave #602, Wes",V7V 4R4,"$3,199,000",2 beds,2 baths,"1,526 ",https://www.redfin.com/bc/west-vancouver/2090-Argyle-Ave-V7V-4R4/unit-602/home/155960544
2354,"341 W 24th St, Nort",V7M 2C7,"$1,998,000",4 beds,2 baths,"1,977 ",https://www.redfin.com/bc/north-vancouver/341-W-24th-St-V7M-2C7/home/157501730
2355,293 Smithe St #104,V6B 5W4,"$1,549,000",2 beds,2.5 baths,"1,570 ",https://www.redfin.com/bc/vancouver/293-Smithe-St-V6B-4X7/unit-104/home/171089249
2356,1017 Mclean Dr,V5L 3N2,"$1,449,900",0 beds,1 bath,"1,700 ",https://www.redfin.com/bc/vancouver/1017-McLean-Dr-V5L-3N2/home/156947919
2357,2638 Ward St,V5R 4S6,"$1,449,900",4 beds,— baths,"1,395 ",https://www.redfin.com/bc/vancouver/2638-Ward-St-V5R-4S6/home/168604456
2358,1033 Nelson St #1901,V6E 0E5,"$1,060,000",1 bed,1 bath,523 ,https://www.redfin.com/bc/vancouver/1033-Nelson-St-V6E-0E4/unit-1901/home/195281422
2359,7775 Adera St,V6P 5C9,"$3,100,000",2 beds,1.5 baths,990 ,https://www.redfin.com/bc/vancouver/7775-Adera-St-V6P-5C9/home/168583501
2360,"222 W 4th St #104, Nort",V7M 1H7,"$1,449,000",3 beds,2.5 baths,"1,618 ",https://www.redfin.com/bc/north-vancouver/222-W-4th-St-V7M-1H7/unit-104/home/157572293
2361,683 W 18th Ave,V5Z 1V9,"$2,399,900",4 beds,3.5 baths,"1,618 ",https://www.redfin.com/bc/vancouver/683-W-18th-Ave-V5Z-1V9/home/156594473
2362,1317 E 18th Ave,V5V 1H5,"$1,599,000",3 beds,2.5 baths,"1,259 ",https://www.redfin.com/bc/vancouver/1317-E-18th-Ave-V5V-1H5/home/155587781
2363,2028 W 11th Ave #402,V6J 2C9,"$649,000",1 bed,1 bath,590 ,https://www.redfin.com/bc/vancouver/2028-W-11th-Ave-V6J-2C9/unit-402/home/155298347
2364,2935 East 29th Ave,V5R 1V8,"$4,000,000",3 beds,2 baths,"1,887 ",https://www.redfin.com/bc/vancouver/2935-E-29th-Ave-V5R-1V8/home/154831920
2365,2961 East 29th Ave,V5R 1V8,"$4,000,000",7 beds,3.5 baths,"2,240 ",https://www.redfin.com/bc/vancouver/2961-E-29th-Ave-V5R-1V8/home/154655401
2366,5198 Sussex A,V5G 3K3,"$2,388,000",6 beds,5.5 baths,"4,381 ",https://www.redfin.com/bc/burnaby/5198-Sussex-Ave-V5G-3K3/home/155290540
2367,1915 E 7th Ave,V5N 1S3,"$1,589,000",3 beds,2 baths,"1,457 ",https://www.redfin.com/bc/vancouver/1915-E-7th-Ave-V5N-1S3/home/155511514
2368,4654 Burke ,V5H 1C3,"$2,170,000",5 beds,2 baths,"2,837 ",https://www.redfin.com/bc/burnaby/4654-Burke-St-V5H-1C3/home/156663988
2369,8699 Hazelbridge Way #90,V6X 0T4,"$750,000",1 bed,1 bath,692 ,https://www.redfin.com/bc/richmond/8699-Hazelbridge-Way-V6X-0T4/unit-904/home/177345550
2370,3113 E Kent Avenue North,V5S 4Y1,"$1,559,000",4 beds,3.5 baths,"2,055 ",https://www.redfin.com/bc/vancouver/3113-E-Kent-Ave-N-V5S/home/156951840
2371,1618 Quebec St #2002,V6A 0C5,"$1,338,000",2 beds,2 baths,"1,007 ",https://www.redfin.com/bc/vancouver/1618-Quebec-St-V6A-0C5/unit-2002/home/154992209
